GeoFips,GeoName,Income
17135,Montgomery IL,43454
17137,Morgan IL,50027
17139,Moultrie IL,75225
17141,Ogle IL,54751
17143,Peoria IL,57356
17145,Perry IL,42923
17147,Piatt IL,67037
17149,Pike IL,55127
17151,Pope IL,36510
17153,Pulaski IL,45893
17155,Putnam IL,66956
17157,Randolph IL,46444
17159,Richland IL,52031
17161,Rock Island IL,48787
17165,Saline IL,46756
17167,Sangamon IL,57167
17169,Schuyler IL,53407
17171,Scott IL,55644
17173,Shelby IL,52615
17163,St. Clair IL,54666
17175,Stark IL,62672
17177,Stephenson IL,52846
17179,Tazewell IL,56509
17181,Union IL,48155
17183,Vermilion IL,49105
17185,Wabash IL,52172
17187,Warren IL,55383
17189,Washington IL,60586
17191,Wayne IL,49228
17193,White IL,56853
17195,Whiteside IL,52341
17197,Will IL,63653
17199,Williamson IL,51821
17201,Winnebago IL,49920
17203,Woodford IL,63221
18001,Adams IN,48653
18003,Allen IN,57245
18005,Bartholomew IN,61920
18007,Benton IN,53842
18009,Blackford IN,44486
18011,Boone IN,91419
18013,Brown IN,59204
18015,Carroll IN,50551
18017,Cass IN,47473
18019,Clark IN,53321
18021,Clay IN,44425
18023,Clinton IN,46041
18025,Crawford IN,41391
18027,Daviess IN,58225
18029,Dearborn IN,57660
18031,Decatur IN,52101
18033,DeKalb IN,54957
18035,Delaware IN,45465
18037,Dubois IN,65721
18039,Elkhart IN,58570
18041,Fayette IN,47568
18043,Floyd IN,61081
18045,Fountain IN,50737
18047,Franklin IN,55675
18049,Fulton IN,50077
18051,Gibson IN,54959
18053,Grant IN,48108
18055,Greene IN,50930
18057,Hamilton IN,95757
18059,Hancock IN,61585
18061,Harrison IN,54202
18063,Hendricks IN,60249
18065,Henry IN,46443
18067,Howard IN,47388
18069,Huntington IN,51337
18071,Jackson IN,49379
18073,Jasper IN,58136
18075,Jay IN,53916
18077,Jefferson IN,51433
18079,Jennings IN,49178
18081,Johnson IN,59315
18083,Knox IN,54099
18085,Kosciusko IN,57607
18087,Lagrange IN,55816
18089,Lake IN,53127
18091,LaPorte IN,49992
18093,Lawrence IN,52325
18095,Madison IN,46466
18097,Marion IN,66500
18099,Marshall IN,52624
18101,Martin IN,52671
18103,Miami IN,40333
18105,Monroe IN,54400
18107,Montgomery IN,49943
18109,Morgan IN,53657
18111,Newton IN,51694
18113,Noble IN,50189
18115,Ohio IN,54446
18117,Orange IN,45724
18119,Owen IN,49407
18121,Parke IN,50080
18123,Perry IN,44250
18125,Pike IN,47625
18127,Porter IN,63557
18129,Posey IN,59170
18131,Pulaski IN,55004
18133,Putnam IN,47295
18135,Randolph IN,51450
18137,Ripley IN,50456
18139,Rush IN,55087
18143,Scott IN,44229
18145,Shelby IN,52401
18147,Spencer IN,54253
18141,St. Joseph IN,56688
18149,Starke IN,41967
18151,Steuben IN,54649
18153,Sullivan IN,43134
18155,Switzerland IN,41606
18157,Tippecanoe IN,47398
18159,Tipton IN,51703
18161,Union IN,48664
18163,Vanderburgh IN,56585
18165,Vermillion IN,45773
18167,Vigo IN,45975
18169,Wabash IN,52006
18171,Warren IN,53430
18173,Warrick IN,68264
18175,Washington IN,49637
18177,Wayne IN,49570
18179,Wells IN,51343
18181,White IN,52633
18183,Whitley IN,55193
19001,Adair IA,67668
19003,Adams IA,67657
19005,Allamakee IA,55015
19007,Appanoose IA,47779
19009,Audubon IA,69105
19011,Benton IA,69430
19013,Black Hawk IA,53471
19015,Boone IA,54062
19017,Bremer IA,59542
19019,Buchanan IA,60057
19021,Buena Vista IA,54341
19023,Butler IA,60085
19025,Calhoun IA,64280
19027,Carroll IA,64755
19029,Cass IA,59063
19031,Cedar IA,65324
19033,Cerro Gordo IA,67777
19035,Cherokee IA,83241
19037,Chickasaw IA,89185
19039,Clarke IA,48316
19041,Clay IA,61974
19043,Clayton IA,64520
19045,Clinton IA,52629
19047,Crawford IA,54711
19049,Dallas IA,79938
19051,Davis IA,51702
19053,Decatur IA,44532
19055,Delaware IA,60949
19057,Des Moines IA,60617
19059,Dickinson IA,74159
19061,Dubuque IA,60090
19063,Emmet IA,54119
19065,Fayette IA,52666
19067,Floyd IA,59242
19069,Franklin IA,65001
19071,Fremont IA,62532
19073,Greene IA,61809
19075,Grundy IA,65201
19077,Guthrie IA,68017
19079,Hamilton IA,63592
19081,Hancock IA,66602
19083,Hardin IA,68981
19085,Harrison IA,58283
19087,Henry IA,50108
19089,Howard IA,63152
19091,Humboldt IA,60563
19093,Ida IA,76977
19095,Iowa IA,60646
19097,Jackson IA,55537
19099,Jasper IA,50521
19101,Jefferson IA,54979
19103,Johnson IA,62302
19105,Jones IA,53581
19107,Keokuk IA,55331
19109,Kossuth IA,66517
19111,Lee IA,49927
19113,Linn IA,60928
19115,Louisa IA,52933
19117,Lucas IA,49289
19119,Lyon IA,71805
19121,Madison IA,58339
19123,Mahaska IA,51311
19125,Marion IA,59714
19127,Marshall IA,48756
19129,Mills IA,70833
19131,Mitchell IA,96075
19133,Monona IA,60488
19135,Monroe IA,54947
19137,Montgomery IA,50343
19139,Muscatine IA,54297
19141,O'Brien IA,64968
19143,Osceola IA,65405
19145,Page IA,53235
19147,Palo Alto IA,65080
19149,Plymouth IA,67398
19151,Pocahontas IA,63470
19153,Polk IA,62653
19155,Pottawattamie IA,52369
19157,Poweshiek IA,56228
19159,Ringgold IA,57345
19161,Sac IA,77933
19163,Scott IA,63064
19165,Shelby IA,66542
19167,Sioux IA,67349
19169,Story IA,49748
19171,Tama IA,57918
19173,Taylor IA,57591
19175,Union IA,50034
19177,Van Buren IA,47996
19179,Wapello IA,45795
19181,Warren IA,60515
19183,Washington IA,78929
19185,Wayne IA,53155
19187,Webster IA,53508
19189,Winnebago IA,55013
19191,Winneshiek IA,61042
19193,Woodbury IA,51029
19195,Worth IA,55418
19197,Wright IA,70420
09003,Capitol CT,70339
09001,Greater Bridgeport CT,125185
09007,Lower Connecticut River Valley CT,74591
09009,Naugatuck Valley CT,64829
09015,Northeastern Connecticut CT,53504
09005,Northwest Hills CT,79947
09009,South Central Connecticut CT,64829
09011,Southeastern Connecticut CT,64847
09001,Western Connecticut CT,125185
11001,District of Columbia DC,95970
10001,Kent DE,51188
10003,New Castle DE,66397
10005,Sussex DE,64957

